"decimalLongitude","decimalLatitude"
-82.182724,8.929464
-95.17675,38.99384
-112.15101,33.87268
-103.213005,40.634476
-87.80239,42.487797
-97.5069,35.2314
-77.394135,44.19511
-74.12419,40.548145
-64.72612,32.311436
-105.05487,38.98997
-116.53673,33.981045
-64.72612,32.311436
-120.47167,47.52271
-73.25911,43.803684
-123.34514,48.43046
-74.00112,40.866558
-114.18611,51.119778
-74.12675,40.958965
-72.634476,42.329075
-86.9582,36.706112
-77.379036,39.062054
-118.204834,33.795223
-82.00596,33.31955
-94.391556,35.361374
-118.13349,33.771133
-76.062874,40.10394
-102.63081,38.077774
-74.44778,39.465
-84.544426,39.045322
-71.76591,42.23157
-107.203,33.151188
-81.40594,41.657948
-118.20111,34.74216
-105.11418,39.997047
-120.944855,37.611275
-121.73647,36.81823
-77.09239,38.912285
-100.3099,31.69811
-116.19454,35.800976
-116.86059,33.042397
-103.81332,40.23794
-76.50685,42.460793
-119.767494,45.831493
-79.204834,38.140457
-77.86208,40.800037
-80.5235,43.452427
-123.28826,44.577175
-74.102516,40.7833
-68.889336,18.421282
-113.98526,46.86016
-73.69277,45.554447
-112.11909,33.597473
-97.770744,30.45255
-102.12109,31.963095
-117.255135,33.059284
-95.01368,29.648054
-106.59456,51.105904
-122.06542,37.974716
-83.8713,43.598835
-73.89077,42.609997
-73.40298,40.615906
-91.30151,45.552345
-106.89221,34.054844
-123.01057,44.95204
-98.23151,26.17645
-73.65962,45.57709
-83.32832,42.308445
-79.475784,43.619884
-99.37474,36.440704
-74.89167,39.116745
-88.13138,44.533535
-75.471115,39.832874
-73.64118,43.298462
-73.07896,44.13336
-73.2212,41.248276
-74.047134,40.718056
-122.20814,47.809753
-75.15243,39.98649
-73.924324,40.599945
-76.74263,44.158684
-73.6341,45.56063
-97.82308,30.242458
-97.76832,26.596985
-85.18224,42.438755
-104.45835,38.547157
-98.251854,29.554882
-73.26863,45.474407
-77.78031,21.52515
-71.13396,42.397488
-111.11041,32.367153
-77.093,38.974
-75.26832,42.91703
-70.34039,43.444122
-74.501144,40.651897
-87.170494,30.326824
-71.23954,42.412678
-79.44826,43.65348
-97.99747,40.01603
-84.43368,42.74085
-110.212685,31.876682
-96.75025,50.062508
-77.295074,38.851208
-98.33279,26.13841
-80.055695,40.504627
-97.43682,35.236282
-97.95782,26.126833
-77.26882,39.557285
-102.37133,50.546116
-84.693245,38.143436
-74.00804,40.18713
-75.41872,43.17351
-123.39397,48.491367
-80.57373,37.131855
-72.42019,41.834538
-104.3072,29.8145
-121.334694,38.649574
-77.53471,43.23453
-75.46493,39.982212
-81.182785,40.977825
-95.232864,38.92341
-104.681725,39.53675
-73.20705,40.81534
-69.532906,44.03226
-73.881935,40.880116
-119.32818,36.321136
-81.79694,24.552929
-76.8461,39.518
-91.29915,40.635258
-76.50132,38.939117
-75.83867,45.34193
-93.191444,44.990032
-90.20463,38.683167
-95.954796,39.783363
-81.091934,32.048588
-90.15149,30.519806
-74.40112,40.70805
-96.0622,45.90003
-80.140175,41.882046
-119.328926,46.288433
-76.58438,38.54042
-122.05222,37.917458
-79.77462,39.551098
-82.38843,40.039753
-90.736855,43.241825
-99.49441,27.499435
-76.246666,39.865063
-95.99879,41.342293
-73.63806,40.691895
-77.051414,38.9594
-116.48589,43.670288
-87.69326,42.009476
-80.83844,43.424614
-87.969635,36.795654
-87.63442,41.963383
-106.65558,31.900955
-87.72772,41.96434
-117.984024,37.373398
-92.081566,46.804195
-70.78555,47.078094
-73.990425,40.65231
-76.874535,39.009857
-71.045334,42.354366
-114.045494,46.819057
-123.14852,48.085365
-76.624916,39.331974
-75.447266,40.83556
-95.476715,30.168694
-98.37939,26.18497
-122.517,37.893425
-117.88053,34.148373
-84.28981,39.158882
-105.081696,39.805775
-82.99432,44.04833
-88.04259,43.23611
-97.11761,49.94946
-70.67727,42.08811
-76.32185,40.37299
-95.97313,36.13011
-85.889915,41.551453
-94.85334,39.02892
-79.41401,43.640076
-73.770164,45.65245
-80.14767,41.63551
-73.924324,40.599945
-98.53492,29.455544
-90.219782,39.628866
-118.05434,34.004288
-99.163025,30.05238
-76.94904,39.046593
-118.23604,34.830982
-121.78882,42.215836
-93.00537,44.272118
-87.63442,41.963383
-71.46107,42.392628
-121.305214,38.139706
-97.384253,32.941362
-119.65729,34.421535
-93.2537,44.9394
-95.864075,40.687607
-83.85168,41.55129
-80.77576,42.64064
-112.37455,33.38015
-113.94116,51.036037
-69.94953,41.794395
-106.62206,35.079056
-83.16592,41.55395
-77.06098,40.50424
-76.461494,38.93302
-111.16812,32.24371
-102.95697,39.098835
-83.61026,42.228268
-112.09243,40.77112
-76.45772,42.463295
-80.29641,43.37855
-111.57021,46.38843
-87.57651,41.796013
-87.5849,41.795967
-74.15943,40.96269
-106.3145,35.89433
-72.62967,42.31921
-83.466415,42.43962
-76.73768,39.25677
-80.505455,43.447067
-83.76802,41.582214
-86.93241,40.45204
-70.549736,41.6572
-71.00315,43.31706
-100.76934,41.04712
-117.805016,34.08701
-106.447426,48.011112
-122.487656,48.790993
-105.217,40.05991
-97.5829,29.58871
-71.16549,42.345097
-110.91712,32.272156
-119.61899,49.854126
-89.79261,35.090317
-87.12313,36.6593
-82.84815,42.739754
-92.210785,38.894974
-113.02033,31.943611
-98.368665,30.737208
-79.952644,40.429344
-93.18199,44.98449
-71.146,42.371
-72.79292,41.596317
-98.10122,31.701153
-102.78652,40.87984
-116.52856,33.80528
-98.46595,29.580885
-93.31186,44.94117
-82.482086,41.344093
-82.514,41.9554
-117.94744,33.66374
-118.27987,34.178017
-122.337906,47.6265
-83.93763,43.774223
-73.46758,40.860462
-117.65061,33.946384
-74.811485,39.10244
-80.7958,35.190086
-74.96515,38.932796
-110.25965,31.509527
-75.193016,40.093784
-117.28264,33.058647
-106.904396,34.066353
-76.87582,39.012432
-79.37468,43.7804
-97.06076,28.028254
-82.64259,41.2869
-113.25646,53.53087
-83.76586,42.267654
-85.7785,30.167692
-83.034775,42.248478
-97.25096,33.1419
-117.8191,34.67663
-71.146,42.371
-90.353386,45.002808
-120.24801,37.22854
-77.02839,39.324497
-97.74922,30.303465
-90.66979,43.21156
-79.04575,39.999756
-93.25637,44.981525
-73.87537,41.202515
-97.83862,30.546995
-73.47083,45.45721
-87.82663,42.25583
-88.7178,42.830326
-75.768425,45.341858
-86.553696,13.865758
-89.684525,43.345947
-84.32436,39.946735
-122.29938,47.15361
-118.29786,34.157684
-76.16361,38.826656
-75.346695,39.901035
-76.842316,39.151352
-113.93665,49.485607
-77.84319,40.80458
-112.23764,53.22723
-115.40567,36.04592
-94.028244,44.175083
-90.15501,41.89825
-110.903625,32.317455
-77.4368,43.262714
-118.32676,33.34249
-87.78581,41.893955
-84.38805,33.631916
-81.219864,42.94901
-97.93323,46.885887
-111.14416,45.84899
-112.980316,37.209747
-67.21105,17.974283
-78.96002,42.953835
-73.487335,45.639404
-80.095825,41.193123
-77.07271,38.83765
-75.0034,39.23026
-98.24268,29.609375
-80.39795,42.582973
-117.155205,47.648567
-111.943634,33.461815
-69.49009,43.874775
-94.9349,29.2169
-87.63442,41.963383
-109.42032,40.49463
-88.16539,40.115265
-73.65962,45.57709
-73.968956,40.660286
-89.71875,44.8125
-119.62607,49.569992
-76.57986,39.289673
-70.91722,42.53406
-88.21175,40.126846
-86.751724,34.82507
-86.28018,39.95426
-79.2516,43.707855
-73.552956,45.45463
-73.5761,45.503315
-99.56177,18.683157
-87.530136,41.66573
-106.50745,35.04738
-78.43852,40.390102
-79.511246,43.59106
-90.2039,38.7968
-121.01435,44.076176
-71.46273,42.293205
-113.62697,53.665577
-120.43542,34.894444
-82.28739,36.8876
-91.75005,37.9284
-90.43426,30.05914
-96.02099,36.006
-85.60251,42.26816
-83.65175,9.87382
-79.091995,42.846237
